STATION,FISHSET_ID,SET_NO,SDAYTIME,P2DAYTIME,P3DAYTIME,EDAYTIME,SOAKMINP3P1,SOAKMINP3P2,P1LAT,P2LAT,P3LAT,P4LAT,P1LONG,P2LONG,P3LONG,P4LONG,DURATION,YEAR,SDEPTH,P2DEPTH,P3DEPTH,EDEPTH,TRIP_ID,SETCD_ID,STRATUM_ID,NAFAREA_ID,NUM_HOOK_HAUL,GEAR_ID,HAULCCD_ID,LENLLKM,GEAR_LEN_M,SPECSCD_ID,MAINLINE_DIAM,MAINLINE_LEN,BAIT_TYPE,GANGION_LENGTH,HOOKSPACINGM,MAINLINE_TYPE,MAINLINE_MAT,MAINLINE_WTAVG_KG,BAIT_AVG_WT,MILWARD,GEARCD_ID,HOOKCD_ID,HOOKSIZE,CATCH_ID,SPECCD_ID,EST_NUM_CAUGHT,EST_COMBINED_WT,TRIPCD_ID,TRIP,VESS_ID,VESSEL,CFV,ASSIGNED_STATION,ASSIGNED_STRATUM_ID,avg_weight,SLATITUDE,SLONGITUDE,ELATITUDE,ELONGITUDE,NAFDIV,P1TIME,P2TIME,P3TIME,P4TIME,SURVEY_AREA,SDAYTIME_UTC,P2DAYTIME_UTC,P3DAYTIME_UTC,EDAYTIME_UTC,P1TIME_UTC,P2TIME_UTC,P3TIME_UTC,P4TIME_UTC,MAINLINE_WTAVG_ADDED,lat.DecDeg_Assigned,lon.DecDeg_Assigned,STRATA_Assigned,Coordinator,VESSEL_Completed,Coordinator_Completed,dist_from_station
129,100395332,4,2024-07-04 06:47:00,2024-07-04 07:17:00,2024-07-04 14:20:00,2024-07-04 16:26:00,453,423,47.17067,47.17083,47.17083,47.1715,-58.102,-58.1755,-58.10183,-58.174,579,2024,216,227,214,225,100059315,5,H42,3PS,1000,100054187,1,6,6000,30,9.1,1.06,HERRING,0.84,5.49,1,2,0.68,153,NA,51,141,15,102340229,30,28,401,7057,J24-0308B,23860,RYAN & GIRLS,107553,129,H42,14.3214285714286,47.17067,-58.102,47.1715,-58.174,3P,647,717,1420,1626,4,2024-07-04 09:47:00,2024-07-04 10:17:00,2024-07-04 17:20:00,2024-07-04 19:26:00,947,1017,1720,1926,YES,47.17063,-58.14238,H42,Nova Scotia,Ryan and Girls,Nova Scotia,0.015
13,100395539,7,2024-06-10 07:31:00,2024-06-10 07:52:00,2024-06-10 18:05:00,2024-06-10 20:15:00,634,613,43.43567,43.48,43.478,43.43583,-64.53233,-64.51783,-64.51817,-64.52867,764,2024,46,59,59,47,100059326,5,H11,4XN,1000,100054218,1,0.56,560,30,9.5,NA,HERRING,0.77,5.4,2,1,NA,171,NA,51,141,15,NA,NA,0,0,7057,J24-0304,24060,SLEEPY DEVIL,106592,13,H11,NA,43.43567,-64.53233,43.43583,-64.52867,4X,731,752,1805,2015,1,2024-06-10 10:31:00,2024-06-10 10:52:00,2024-06-10 21:05:00,2024-06-10 23:15:00,1031,1052,2105,2315,NO,43.45853,-64.52781,H11,Nova Scotia,Sleepy Devil,Nova Scotia,0.233
130,100395870,2,2024-07-20 07:10:00,2024-07-20 07:30:00,2024-07-20 13:15:00,2024-07-20 15:25:00,365,345,47.53967,47.52667,47.54033,47.52933,-57.58767,-57.62383,-57.583,-57.61217,495,2024,298,271,280,258,100059344,5,H42,3PS,1000,100054247,1,5.3,5300,30,8.9,1.5,HERRING,0.81,5.3,1,2,1.5,144,NA,51,141,15,102346005,30,3,48,7057,S24-0703,26001,ALICE T,137827,130,H42,16,47.53967,-57.58767,47.52933,-57.61217,3P,710,730,1315,1525,4,2024-07-20 10:10:00,2024-07-20 10:30:00,2024-07-20 16:15:00,2024-07-20 18:25:00,1010,1030,1615,1825,YES,47.53982764,-57.61357316,H42,Newfoundland,,Newfoundland,0.928
131,100395689,1,2024-07-08 04:00:00,2024-07-08 04:30:00,2024-07-08 11:30:00,2024-07-08 13:50:00,450,420,47.4925,47.4435,47.49383,47.4485,-58.24667,-58.24667,-58.2435,-58.2415,590,2024,224,210,221,206,100059336,5,H42,3PN,1000,100054232,1,5.2,5200,30,8.1,1.5,HERRING,0.73,5.2,1,2,0.75,158,NA,51,141,15,102345051,30,8,87,7057,S24-0702,803,SHIRLEY ANN D III,5711,131,H42,10.875,47.4925,-58.24667,47.4485,-58.2415,3P,400,430,1130,1350,4,2024-07-08 07:00:00,2024-07-08 07:30:00,2024-07-08 14:30:00,2024-07-08 16:50:00,700,730,1430,1650,YES,47.47042,-58.2408,H42,Newfoundland,,Newfoundland,0.443
132,100395871,3,2024-07-20 08:45:00,2024-07-20 09:05:00,2024-07-20 16:00:00,2024-07-20 18:15:00,435,415,47.50017,47.5205,47.522,47.51333,-57.59633,-57.56,-57.5635,-57.58567,570,2024,274,269,269,282,100059344,5,H43,3PS,1000,100054248,1,5.3,5300,30,8.9,1.5,HERRING,0.81,5.3,1,2,1.5,142,NA,51,141,15,102346027,30,2,49,7057,S24-0703,26001,ALICE T,137827,132,H43,24.5,47.50017,-57.59633,47.51333,-57.58567,3P,845,905,1600,1815,4,2024-07-20 11:45:00,2024-07-20 12:05:00,2024-07-20 19:00:00,2024-07-20 21:15:00,1145,1205,1900,2115,YES,47.52023777,-57.56917971,H43,Newfoundland,,Newfoundland,0.418
133,100396066,10,2024-06-26 07:16:00,2024-06-26 07:48:00,2024-06-26 14:58:00,2024-06-26 18:01:00,462,430,44.76717,44.79367,44.7935,44.77417,-55.67417,-55.6065,-55.61367,-55.6705,645,2024,791,769,728,754,100059353,5,H43,3PS,1000,100054275,1,6,6000,30,9.1,1.06,HERRING,0.84,5.49,1,2,0.68,174,NA,51,141,15,102347987,30,19,667,7057,J24-0308A,23860,RYAN & GIRLS,107553,133,H43,35.1052631578947,44.76717,-55.67417,44.77417,-55.6705,3P,716,748,1458,1801,4,2024-06-26 10:16:00,2024-06-26 10:48:00,2024-06-26 17:58:00,2024-06-26 21:01:00,1016,1048,1758,2101,YES,44.7797,-55.64371,H43,Nova Scotia,Ryan and Girls,Nova Scotia,0.058
134,100396060,4,2024-06-23 06:06:00,2024-06-23 06:39:00,2024-06-23 14:05:00,2024-06-23 16:28:00,479,446,45.02217,44.97517,45.022,44.97767,-54.93067,-54.96733,-54.93183,-54.96933,622,2024,256,520,256,459,100059353,5,H43,3PS,1000,100054272,1,6,6000,30,9.1,1.06,HERRING,0.84,5.49,1,2,0.68,162,NA,51,141,15,102347486,30,19,430,7057,J24-0308A,23860,RYAN & GIRLS,107553,134,H43,22.6315789473684,45.02217,-54.93067,44.97767,-54.96933,3P,606,639,1405,1628,4,2024-06-23 09:06:00,2024-06-23 09:39:00,2024-06-23 17:05:00,2024-06-23 19:28:00,906,939,1705,1928,YES,45.00338,-54.94555,H43,Nova Scotia,Ryan and Girls,Nova Scotia,0.015
135,100396071,15,2024-06-30 04:02:00,2024-06-30 04:33:00,2024-06-30 11:02:00,2024-06-30 13:13:00,420,389,46.30483,46.30533,46.30583,46.3065,-58.0845,-58.16083,-58.067,-58.154,551,2024,458,454,458,454,100059353,5,H44,3PS,1000,100054279,1,6,6000,30,9.1,1.06,HERRING,0.84,5.49,1,2,0.68,172,NA,51,141,15,102348100,30,28,626,7057,J24-0308A,23860,RYAN & GIRLS,107553,135,H44,22.3571428571429,46.30483,-58.0845,46.3065,-58.154,3P,402,433,1102,1313,4,2024-06-30 07:02:00,2024-06-30 07:33:00,2024-06-30 14:02:00,2024-06-30 16:13:00,702,733,1402,1613,YES,46.30512,-58.12666,H44,Nova Scotia,Ryan and Girls,Nova Scotia,0.001
136,100395692,4,2024-07-10 04:05:00,2024-07-10 04:40:00,2024-07-10 10:20:00,2024-07-10 13:00:00,375,340,47.42433,47.3835,47.423,47.38667,-59.08683,-59.14,-59.10183,-59.14033,535,2024,344,402,347,400,100059336,5,H44,3PN,1000,100054235,1,5.2,5200,30,8.1,1.5,HERRING,0.72,5.2,1,2,0.76,163,NA,51,141,15,102345105,30,33,547,7057,S24-0702,803,SHIRLEY ANN D III,5711,136,H44,16.5757575757576,47.42433,-59.08683,47.38667,-59.14033,3P,405,440,1020,1300,4,2024-07-10 07:05:00,2024-07-10 07:40:00,2024-07-10 13:20:00,2024-07-10 16:00:00,705,740,1320,1600,YES,47.41113,-59.10064,H44,Newfoundland,,Newfoundland,0.192
137,100395329,1,2024-07-03 04:03:00,2024-07-03 04:32:00,2024-07-03 11:10:00,2024-07-03 13:15:00,427,398,46.689,46.68967,46.68933,46.69,-58.06117,-57.98683,-58.0595,-57.99133,552,2024,463,461,463,461,100059315,5,H44,3PS,1000,100054186,1,6,6000,30,9.1,1.06,HERRING,0.84,5.49,1,2,0.68,149,NA,51,141,15,102340174,30,3,41,7057,J24-0308B,23860,RYAN & GIRLS,107553,137,H44,13.6666666666667,46.689,-58.06117,46.69,-57.99133,3P,403,432,1110,1315,4,2024-07-03 07:03:00,2024-07-03 07:32:00,2024-07-03 14:10:00,2024-07-03 16:15:00,703,732,1410,1615,YES,46.68962,-58.02488,H44,Nova Scotia,Ryan and Girls,Nova Scotia,0.032
138,100396067,11,2024-06-27 04:02:00,2024-06-27 04:35:00,2024-06-27 10:41:00,2024-06-27 12:45:00,399,366,45.239,45.23833,45.23733,45.23917,-56.52083,-56.44283,-56.44567,-56.51833,523,2024,379,350,351,381,100059353,5,H44,3PS,1000,100054276,1,6,6000,30,9.1,1.06,HERRING,0.84,5.49,1,2,0.68,127,NA,51,141,15,102347996,30,7,120,7057,J24-0308A,23860,RYAN & GIRLS,107553,138,H44,17.1428571428571,45.239,-56.52083,45.23917,-56.51833,3P,402,435,1041,1245,4,2024-06-27 07:02:00,2024-06-27 07:35:00,2024-06-27 13:41:00,2024-06-27 15:45:00,702,735,1341,1545,YES,45.23901,-56.4866,H44,Nova Scotia,Ryan and Girls,Nova Scotia,0.033
139,100396072,16,2024-06-30 07:15:00,2024-06-30 07:45:00,2024-06-30 16:15:00,2024-06-30 18:23:00,540,510,46.63517,46.6375,46.64033,46.63983,-58.2315,-58.15083,-58.1525,-58.22433,668,2024,465,465,467,465,100059353,5,H44,3PS,1000,100054279,1,6,6000,30,9.1,1.06,HERRING,0.84,5.49,1,2,0.68,172,NA,51,141,15,102348103,30,3,46,7057,J24-0308A,23860,RYAN & GIRLS,107553,139,H44,15.3333333333333,46.63517,-58.2315,46.63983,-58.22433,3P,715,745,1615,1823,4,2024-06-30 10:15:00,2024-06-30 10:45:00,2024-06-30 19:15:00,2024-06-30 21:23:00,1015,1045,1915,2123,YES,46.63641,-58.19557,H44,Nova Scotia,Ryan and Girls,Nova Scotia,0.022
14,100395364,7,2024-07-31 06:11:00,2024-07-31 06:30:00,2024-07-31 15:10:00,2024-07-31 17:28:00,539,520,45.0225,45.07033,45.02217,45.071,-65.9525,-65.94617,-65.95433,-65.93817,677,2024,100,91,96,91,100059318,5,H11,4XS,1000,100054197,1,5.5,5500,30,7.1,NA,HERRING,NA,NA,2,1,NA,NA,NA,51,141,15,NA,NA,0,0,7057,J24-0316,14820,JESSA & AUSTIN,106068,14,H11,NA,45.0225,-65.9525,45.071,-65.93817,4X,611,630,1510,1728,1,2024-07-31 09:11:00,2024-07-31 09:30:00,2024-07-31 18:10:00,2024-07-31 20:28:00,911,930,1810,2028,NO,45.03906,-65.95104,H11,Nova Scotia,Jessa & Austin,Nova Scotia,0.057
140,100395690,2,2024-07-08 07:35:00,2024-07-08 08:05:00,2024-07-08 17:10:00,2024-07-08 19:45:00,575,545,47.25267,47.20667,47.25583,47.21183,-58.69833,-58.69917,-58.69683,-58.69883,730,2024,375,426,373,419,100059336,5,H44,3PN,1000,100054233,1,5.2,5200,30,8.1,1.5,HERRING,0.73,5.2,1,2,0.75,156,NA,51,141,15,102345071,30,3,50,7057,S24-0702,803,SHIRLEY ANN D III,5711,140,H44,16.6666666666667,47.25267,-58.69833,47.21183,-58.69883,3P,735,805,1710,1945,4,2024-07-08 10:35:00,2024-07-08 11:05:00,2024-07-08 20:10:00,2024-07-08 22:45:00,1035,1105,2010,2245,YES,47.24009,-58.69795,H44,Newfoundland,,Newfoundland,0.046
141,100396070,14,2024-06-29 07:34:00,2024-06-29 08:04:00,2024-06-29 17:39:00,2024-06-29 19:54:00,605,575,45.817,45.76633,45.81733,45.769,-56.99633,-57.02217,-56.995,-57.01817,740,2024,381,408,381,408,100059353,5,H44,3PS,1000,100054278,1,6,6000,30,9.1,1.06,HERRING,0.84,5.49,1,2,0.68,169,NA,51,141,15,102348086,30,18,320,7057,J24-0308A,23860,RYAN & GIRLS,107553,141,H44,17.7777777777778,45.817,-56.99633,45.769,-57.01817,3P,734,804,1739,1954,4,2024-06-29 10:34:00,2024-06-29 11:04:00,2024-06-29 20:39:00,2024-06-29 22:54:00,1034,1104,2039,2254,YES,45.79324,-57.00854,H44,Nova Scotia,Ryan and Girls,Nova Scotia,0.006
142,100395330,2,2024-07-03 06:10:00,2024-07-03 06:40:00,2024-07-03 15:11:00,2024-07-03 17:12:00,541,511,46.84817,46.8485,46.84933,46.851,-58.14717,-58.22417,-58.14667,-58.21917,662,2024,474,474,472,474,100059315,5,H44,3PS,1000,100054186,1,6,6000,30,9.1,1.06,HERRING,0.84,5.49,1,2,0.68,149,NA,51,141,15,102340181,30,5,122,7057,J24-0308B,23860,RYAN & GIRLS,107553,142,H44,24.4,46.84817,-58.14717,46.851,-58.21917,3P,610,640,1511,1712,4,2024-07-03 09:10:00,2024-07-03 09:40:00,2024-07-03 18:11:00,2024-07-03 20:12:00,910,940,1811,2012,YES,46.84794,-58.18879,H44,Nova Scotia,Ryan and Girls,Nova Scotia,0.046
143,100395691,3,2024-07-09 04:05:00,2024-07-09 04:40:00,2024-07-09 10:20:00,2024-07-09 13:15:00,375,340,47.02433,47.07267,47.02483,47.06917,-58.73983,-58.74233,-58.744,-58.75,550,2024,438,441,441,446,100059336,5,H44,3PN,1000,100054234,1,5.2,5200,30,7.9,1.5,HERRING,0.72,5.2,1,2,0.75,166,NA,51,141,15,102345087,30,17,285,7057,S24-0702,803,SHIRLEY ANN D III,5711,143,H44,16.7647058823529,47.02433,-58.73983,47.06917,-58.75,3P,405,440,1020,1315,4,2024-07-09 07:05:00,2024-07-09 07:40:00,2024-07-09 13:20:00,2024-07-09 16:15:00,705,740,1320,1615,YES,47.04787,-58.74687,H44,Newfoundland,,Newfoundland,0.443
144,100396256,8,2024-05-31 07:23:00,2024-05-31 07:45:00,2024-05-31 16:50:00,2024-05-31 18:27:00,567,545,44.7625,44.72517,44.76167,44.72583,-53.24717,-53.222,-53.24867,-53.22317,664,2024,97,97,99,97,100059361,5,H51,3OC,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,102349830,30,8,131,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,144,H51,16.375,44.7625,-53.24717,44.72583,-53.22317,3O,723,745,1650,1827,5,2024-05-31 10:23:00,2024-05-31 10:45:00,2024-05-31 19:50:00,2024-05-31 21:27:00,1023,1045,1950,2127,NO,44.73583,-53.24075,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.827
145,100396253,5,2024-05-30 06:30:00,2024-05-30 06:54:00,2024-05-30 15:00:00,2024-05-30 16:55:00,510,486,44.722,44.69067,44.7215,44.69217,-53.92067,-53.96117,-53.92217,-53.95933,625,2024,131,189,135,187,100059361,5,H51,3OC,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,102349608,30,5,31,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,145,H51,6.2,44.722,-53.92067,44.69217,-53.95933,3O,630,654,1500,1655,5,2024-05-30 09:30:00,2024-05-30 09:54:00,2024-05-30 18:00:00,2024-05-30 19:55:00,930,954,1800,1955,NO,44.70759,-53.94705,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.451
146,100396250,2,2024-05-28 05:42:00,2024-05-28 06:04:00,2024-05-28 13:55:00,2024-05-28 16:15:00,493,471,45.384,45.38667,45.3825,45.387,-54.4155,-54.3585,-54.417,-54.36,633,2024,108,130,110,130,100059361,5,H51,3OA,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,NA,NA,0,0,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,146,H51,NA,45.384,-54.4155,45.387,-54.36,3O,542,604,1355,1615,5,2024-05-28 08:42:00,2024-05-28 09:04:00,2024-05-28 16:55:00,2024-05-28 19:15:00,842,904,1655,1915,NO,45.38684,-54.38736,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.168
147,100396257,9,2024-06-01 04:03:00,2024-06-01 04:25:00,2024-06-01 10:42:00,2024-06-01 12:26:00,399,377,44.8555,44.85767,44.85633,44.85817,-53.08883,-53.031,-53.08983,-53.032,503,2024,88,88,88,88,100059361,5,H51,3OC,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,102349940,30,15,253,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,147,H51,16.8666666666667,44.8555,-53.08883,44.85817,-53.032,3O,403,425,1042,1226,5,2024-06-01 07:03:00,2024-06-01 07:25:00,2024-06-01 13:42:00,2024-06-01 15:26:00,703,725,1342,1526,NO,44.86072,-53.05228,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.426
148,100396074,2,2024-08-05 05:08:00,2024-08-05 05:30:00,2024-08-05 13:17:00,2024-08-05 15:31:00,489,467,45.0885,45.128,45.088,45.12833,-50.07267,-50.0505,-50.073,-50.05067,623,2024,62,57,62,57,100059354,5,H51,3NA,1000,100054280,1,5.4,5400,30,9.4,0.12,HERRING,0.78,5.43,1,2,1.36,185,NA,51,141,15,102348117,30,3,176,7057,J24-0315,15300,VICIOUS FISHER 1,106793,148,H51,58.6666666666667,45.0885,-50.07267,45.12833,-50.05067,3N,508,530,1317,1531,5,2024-08-05 08:08:00,2024-08-05 08:30:00,2024-08-05 16:17:00,2024-08-05 18:31:00,808,830,1617,1831,YES,45.10600072,-50.06341738,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.041
149,100396259,11,2024-06-02 04:09:00,2024-06-02 04:32:00,2024-06-02 12:00:00,2024-06-02 13:30:00,471,448,45.10533,45.14533,45.10767,45.14533,-52.70417,-52.71183,-52.70283,-52.71133,561,2024,104,110,104,108,100059361,5,H51,3OB,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,NA,NA,0,0,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,149,H51,NA,45.10533,-52.70417,45.14533,-52.71133,3O,409,432,1200,1330,5,2024-06-02 07:09:00,2024-06-02 07:32:00,2024-06-02 15:00:00,2024-06-02 16:30:00,709,732,1500,1630,NO,45.13110327,-52.71256843,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.27
15,100395365,8,2024-08-01 04:20:00,2024-08-01 04:43:00,2024-08-01 11:12:00,2024-08-01 13:09:00,412,389,45.2285,45.25433,45.25433,45.2275,-65.61783,-65.56567,-65.55067,-65.62033,529,2024,54,49,56,55,100059318,5,H11,4XS,1000,100054197,1,5.5,5500,30,7.1,NA,HERRING,NA,NA,2,1,NA,NA,NA,51,141,15,NA,NA,0,0,7057,J24-0316,14820,JESSA & AUSTIN,106068,15,H11,NA,45.2285,-65.61783,45.2275,-65.62033,4X,420,443,1112,1309,1,2024-08-01 07:20:00,2024-08-01 07:43:00,2024-08-01 14:12:00,2024-08-01 16:09:00,720,743,1412,1609,NO,45.23831,-65.5956,H11,Nova Scotia,Jessa & Austin,Nova Scotia,0.11
151,100396073,1,2024-08-05 04:06:00,2024-08-05 04:28:00,2024-08-05 10:18:00,2024-08-05 12:36:00,372,350,44.98,45.02133,44.98017,45.02083,-50.1285,-50.10933,-50.12783,-50.1085,510,2024,57,57,59,57,100059354,5,H51,3NC,1000,100054280,1,5.4,5400,30,9.4,0.12,HERRING,0.78,5.43,1,2,1.36,185,NA,51,141,15,102348107,30,1,36,7057,J24-0315,15300,VICIOUS FISHER 1,106793,151,H51,36,44.98,-50.1285,45.02083,-50.1085,3N,406,428,1018,1236,5,2024-08-05 07:06:00,2024-08-05 07:28:00,2024-08-05 13:18:00,2024-08-05 15:36:00,706,728,1318,1536,YES,44.99811479,-50.11947968,H51,Nova Scotia,Vicious Fisher I,Nova Scotia,0.047
152,100396260,12,2024-06-02 07:20:00,2024-06-02 07:45:00,2024-06-02 16:35:00,2024-06-02 18:05:00,555,530,45.39233,45.42867,45.39267,45.429,-52.97883,-53.0075,-52.9765,-53.0065,645,2024,83,86,85,86,100059361,5,H51,3OB,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,NA,NA,0,0,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,152,H51,NA,45.39233,-52.97883,45.429,-53.0065,3O,720,745,1635,1805,5,2024-06-02 10:20:00,2024-06-02 10:45:00,2024-06-02 19:35:00,2024-06-02 21:05:00,1020,1045,1935,2105,NO,45.41519421,-52.98480845,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.826
153,100397345,8,2024-06-08 08:48:00,2024-06-08 09:12:00,2024-06-08 17:06:00,2024-06-08 19:06:00,498,474,44.76533,44.7945,44.793,44.76533,-50.63883,-50.59133,-50.59467,-50.64317,618,2024,60,59,57,59,100059387,5,H51,3NC,1000,100054360,1,5.3,5300,30,9.5,0.15,HERRING,0.715,5.26,1,2,1.36,168,NA,51,141,15,102359551,30,7,138,7057,J24-0301,15300,VICIOUS FISHER 1,106793,153,H51,19.7142857142857,44.76533,-50.63883,44.76533,-50.64317,3N,848,912,1706,1906,5,2024-06-08 11:48:00,2024-06-08 12:12:00,2024-06-08 20:06:00,2024-06-08 22:06:00,1148,1212,2006,2206,YES,44.77748205,-50.61997926,H51,Nova Scotia,Vicious Fisher I,Nova Scotia,0.048
154,100396359,7,2024-06-29 04:00:00,2024-06-29 04:29:00,2024-06-29 13:55:00,2024-06-29 15:15:00,595,566,44.26867,44.23,44.22917,44.26867,-51.31733,-51.295,-51.295,-51.31733,675,2024,74,74,74,74,100059364,5,H51,3OD,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,102351559,30,2,82,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,154,H51,41,44.26867,-51.31733,44.26867,-51.31733,3O,400,429,1355,1515,5,2024-06-29 07:00:00,2024-06-29 07:29:00,2024-06-29 16:55:00,2024-06-29 18:15:00,700,729,1655,1815,YES,44.25024,-51.31347,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.501
155,100397347,10,2024-06-09 05:16:00,2024-06-09 05:46:00,2024-06-09 13:25:00,2024-06-09 15:25:00,489,459,44.87433,44.87267,44.87467,44.87333,-50.358,-50.42217,-50.356,-50.42033,609,2024,57,59,57,59,100059387,5,H51,3NC,1000,100054361,1,5.3,5300,30,9.5,0.15,HERRING,0.715,5.26,1,2,1.36,164,NA,51,141,15,102359560,30,7,299,7057,J24-0301,15300,VICIOUS FISHER 1,106793,155,H51,42.7142857142857,44.87433,-50.358,44.87333,-50.42033,3N,516,546,1325,1525,5,2024-06-09 08:16:00,2024-06-09 08:46:00,2024-06-09 16:25:00,2024-06-09 18:25:00,816,846,1625,1825,YES,44.87395963,-50.38597303,H51,Nova Scotia,Vicious Fisher I,Nova Scotia,0.039
156,100396353,1,2024-06-24 04:13:00,2024-06-24 04:35:00,2024-06-24 11:00:00,2024-06-24 12:57:00,407,385,44.6225,44.631,44.63017,44.63017,-52.24883,-52.191,-52.191,-52.19,524,2024,79,77,77,79,100059364,5,H51,3OD,1000,100054332,1,4.7,4700,30,9.4,0.57,HERRING,0.732,4.69,1,2,0.578,NA,NA,51,141,15,102351196,30,5,127,7057,J24-0309,26000,SOUTHERLY SACRIFICE,108924,156,H51,25.4,44.6225,-52.24883,44.63017,-52.19,3O,413,435,1100,1257,5,2024-06-24 07:13:00,2024-06-24 07:35:00,2024-06-24 14:00:00,2024-06-24 15:57:00,713,735,1400,1557,YES,44.63314,-52.22631,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.797
158,100396254,6,2024-05-31 04:03:00,2024-05-31 04:26:00,2024-05-31 10:30:00,2024-05-31 12:00:00,387,364,44.68417,44.69033,44.68367,44.6905,-53.68233,-53.62017,-53.68333,-53.617,477,2024,104,104,104,104,100059361,5,H51,3OC,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,102349637,30,3,41,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,158,H51,13.6666666666667,44.68417,-53.68233,44.6905,-53.617,3O,403,426,1030,1200,5,2024-05-31 07:03:00,2024-05-31 07:26:00,2024-05-31 13:30:00,2024-05-31 15:00:00,703,726,1330,1500,NO,44.68893,-53.65811,H51,Nova Scotia,Vicious Fisher I,Nova Scotia,0.259
159,100396258,10,2024-06-01 06:25:00,2024-06-01 06:47:00,2024-06-01 14:50:00,2024-06-01 16:20:00,505,483,45.06633,45.10283,45.06767,45.10317,-52.89083,-52.862,-52.89167,-52.86233,595,2024,88,90,88,91,100059361,5,H51,3OB,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,102349963,30,1,48,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,159,H51,48,45.06633,-52.89083,45.10317,-52.86233,3O,625,647,1450,1620,5,2024-06-01 09:25:00,2024-06-01 09:47:00,2024-06-01 17:50:00,2024-06-01 19:20:00,925,947,1750,1920,NO,45.08729,-52.8831,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.607
16,100395536,4,2024-06-08 06:35:00,2024-06-08 06:58:00,2024-06-08 16:10:00,2024-06-08 18:30:00,575,552,43.99467,43.9665,43.9665,43.99467,-64.16383,-64.18883,-64.189,-64.16383,715,2024,70,72,71,70,100059326,5,H11,4XM,1000,100054216,1,0.56,560,30,9.5,NA,HERRING,0.77,5.4,2,1,NA,165,NA,51,141,15,102342579,30,8,96,7057,J24-0304,24060,SLEEPY DEVIL,106592,16,H11,12,43.99467,-64.16383,43.99467,-64.16383,4X,635,658,1610,1830,1,2024-06-08 09:35:00,2024-06-08 09:58:00,2024-06-08 19:10:00,2024-06-08 21:30:00,935,958,1910,2130,NO,43.98084,-64.17356,H11,Nova Scotia,Sleepy Devil,Nova Scotia,0.172
161,100396249,1,2024-05-28 04:05:00,2024-05-28 04:27:00,2024-05-28 10:31:00,2024-05-28 12:35:00,386,364,45.2425,45.24133,45.241,45.24133,-54.49217,-54.437,-54.495,-54.43917,510,2024,117,124,120,124,100059361,5,H51,3OA,1000,100054325,1,4.7,4700,30,9.5,NA,HERRING,0.729,4.68,1,2,NA,140,NA,51,141,15,102349261,30,3,37,7057,J24-0300,26000,SOUTHERLY SACRIFICE,108924,161,H51,12.3333333333333,45.2425,-54.49217,45.24133,-54.43917,3O,405,427,1031,1235,5,2024-05-28 07:05:00,2024-05-28 07:27:00,2024-05-28 13:31:00,2024-05-28 15:35:00,705,727,1331,1535,NO,45.24696,-54.46323,H51,Nova Scotia,Southerly Sacrifice,Nova Scotia,0.562
